flow_id,run_id,scenario,flow_key,src_ip,src_port,dst_ip,dst_port,protocol,start_ts,end_ts,duration,packet_count,byte_count,packets_per_second,bytes_per_second,min_packet_size,max_packet_size,mean_packet_size,std_packet_size,iat_mean,iat_std,iat_min,iat_max,iat_count,tcp_flags,tcp_syn_count,tcp_fin_count,tcp_rst_count,tcp_psh_count,tcp_ack_count,tcp_urg_count,dns_packet_count,dns_qname_len_mean,dns_qname_len_max,dns_qname_entropy_mean,dns_qname_entropy_max,dns_qtype_mode,tls_record_count,tls_version_mode,tls_content_type_mode,tls_record_len_mean,tls_record_len_max,tls_payload_entropy_mean,iat_cv,tcp_syn_ratio,tcp_flag_diversity,payload_bytes_total,payload_ratio,payload_entropy_mean,payload_entropy_max,direction
c2_beacon__run_001__0008,run_001,c2_beacon,10.0.0.117:8651->10.0.1.118:443/tcp,10.0.0.117,8651,10.0.1.118,443,tcp,1726135205.675368,1726135226.876689,21.201321,8,1097,0.377335,51.742059,40,198,137.125000,59.911263,3.028760,0.130467,2.815397,3.229007,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.043076,0.125000,4,777,0.708295,5.585113,5.684036,outbound
c2_beacon__run_001__0009,run_001,c2_beacon,10.0.0.52:26275->10.0.1.118:443/tcp,10.0.0.52,26275,10.0.1.118,443,tcp,1726135206.473831,1726135227.641850,21.168019,8,1042,0.377929,49.225201,40,187,130.250000,56.291096,3.024003,0.115382,2.879197,3.230691,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.038155,0.125000,4,722,0.692898,5.561625,5.674827,outbound
c2_beacon__run_001__0010,run_001,c2_beacon,10.0.0.55:8882->10.0.1.247:53/udp,10.0.0.55,8882,10.0.1.247,53,udp,1726135206.777282,1726135206.971907,0.194625,5,234,25.690443,1202.312751,40,54,46.800000,4.791659,0.048656,0.028355,0.017203,0.088130,4,,0,0,0,0,0,0,5,14.800000,22,2.960451,3.378783,1,0,0,0,0.000000,0,0.000000,0.582764,0.000000,0,94,0.401709,3.553191,3.879664,outbound
c2_beacon__run_001__0011,run_001,c2_beacon,10.0.0.86:54740->10.0.1.118:443/tcp,10.0.0.86,54740,10.0.1.118,443,tcp,1726135208.239128,1726135229.827930,21.588802,8,1096,0.370562,50.767060,40,223,137.000000,64.404969,3.084115,0.112354,2.864912,3.191511,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.036430,0.125000,4,776,0.708029,5.562205,5.675506,outbound
c2_beacon__run_001__0012,run_001,c2_beacon,10.0.0.31:11684->10.0.1.118:443/tcp,10.0.0.31,11684,10.0.1.118,443,tcp,1726135208.329416,1726135229.970295,21.640879,8,1159,0.369671,53.556050,40,240,144.875000,70.353460,3.091554,0.125449,2.843590,3.226604,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.040578,0.125000,4,839,0.723900,5.557900,5.708095,outbound
c2_beacon__run_001__0013,run_001,c2_beacon,10.0.0.188:36114->10.0.1.118:443/tcp,10.0.0.188,36114,10.0.1.118,443,tcp,1726135208.761092,1726135229.388935,20.627843,8,1196,0.387825,57.979886,40,239,149.500000,69.930322,2.946835,0.143597,2.807748,3.228945,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.048729,0.125000,4,876,0.732441,5.641583,5.724913,outbound
c2_beacon__run_001__0014,run_001,c2_beacon,10.0.0.193:62300->10.0.1.8:53/udp,10.0.0.193,62300,10.0.1.8,53,udp,1726135208.885734,1726135208.942788,0.057054,2,83,35.054630,1454.767143,37,46,41.500000,4.500000,0.057054,0.000000,0.057054,0.057054,1,,0,0,0,0,0,0,2,9.500000,14,2.215157,2.845351,1,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0,27,0.325301,2.974938,3.530493,outbound
c2_beacon__run_001__0015,run_001,c2_beacon,10.0.0.214:13152->10.0.1.118:443/tcp,10.0.0.214,13152,10.0.1.118,443,tcp,1726135209.105237,1726135230.389652,21.284415,8,1236,0.375862,58.070659,40,237,154.500000,74.493288,3.040631,0.064700,2.929965,3.154370,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.021278,0.125000,4,916,0.741100,5.618062,5.767554,outbound
c2_beacon__run_001__0016,run_001,c2_beacon,10.0.0.233:3856->10.0.1.118:443/tcp,10.0.0.233,3856,10.0.1.118,443,tcp,1726135209.265686,1726135230.069812,20.804126,8,1280,0.384539,61.526257,40,227,160.000000,73.991554,2.972018,0.166446,2.778654,3.222197,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.056004,0.125000,4,960,0.750000,5.630961,5.766339,outbound
c2_beacon__run_001__0017,run_001,c2_beacon,10.0.0.72:0->10.0.1.13:0/icmp,10.0.0.72,0,10.0.1.13,0,icmp,1726135209.627680,1726135209.905735,0.278055,2,56,7.192823,201.399038,28,28,28.000000,0.000000,0.278055,0.000000,0.278055,0.278055,1,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,outbound
c2_beacon__run_001__0018,run_001,c2_beacon,10.0.0.63:36849->10.0.1.118:443/tcp,10.0.0.63,36849,10.0.1.118,443,tcp,1726135209.929238,1726135230.933887,21.004649,8,961,0.380868,45.751776,40,223,120.125000,57.505299,3.000664,0.102668,2.817807,3.141179,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.034215,0.125000,4,641,0.667014,5.405495,5.734275,outbound
c2_beacon__run_001__0019,run_001,c2_beacon,10.0.0.149:40329->10.0.1.118:443/tcp,10.0.0.149,40329,10.0.1.118,443,tcp,1726135210.522121,1726135231.458734,20.936613,8,1032,0.382106,49.291640,40,200,129.000000,58.010775,2.990945,0.150057,2.795608,3.186616,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.050171,0.125000,4,712,0.689922,5.492562,5.739910,outbound
c2_beacon__run_001__0020,run_001,c2_beacon,10.0.0.30:38910->10.0.1.118:443/tcp,10.0.0.30,38910,10.0.1.118,443,tcp,1726135211.409118,1726135232.147919,20.738801,8,1180,0.385750,56.898178,40,226,147.500000,70.671777,2.962686,0.141941,2.762154,3.189302,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.047910,0.125000,4,860,0.728814,5.624171,5.712419,outbound
c2_beacon__run_001__0021,run_001,c2_beacon,10.0.0.62:61526->10.0.1.118:443/tcp,10.0.0.62,61526,10.0.1.118,443,tcp,1726135211.953095,1726135232.569962,20.616867,8,1109,0.388032,53.790908,40,223,138.625000,69.234994,2.945267,0.107814,2.788329,3.061388,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.036606,0.125000,4,789,0.711452,5.547399,5.798262,outbound
c2_beacon__run_001__0022,run_001,c2_beacon,10.0.0.171:19699->10.0.1.118:443/tcp,10.0.0.171,19699,10.0.1.118,443,tcp,1726135212.964410,1726135233.911373,20.946963,8,1143,0.381917,54.566383,40,233,142.875000,72.070170,2.992423,0.179072,2.760889,3.225938,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.059842,0.125000,4,823,0.720035,5.538030,5.730904,outbound
c2_beacon__run_001__0023,run_001,c2_beacon,10.0.0.206:39115->10.0.1.118:443/tcp,10.0.0.206,39115,10.0.1.118,443,tcp,1726135213.709652,1726135234.727318,21.017666,8,1074,0.380632,51.099870,40,213,134.250000,61.314252,3.002524,0.130147,2.782175,3.175304,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.043346,0.125000,4,754,0.702048,5.534758,5.763975,outbound
c2_beacon__run_001__0024,run_001,c2_beacon,10.0.0.30:7563->10.0.1.118:443/tcp,10.0.0.30,7563,10.0.1.118,443,tcp,1726135214.745109,1726135235.454522,20.709413,8,1051,0.386298,50.749870,40,231,131.375000,62.327637,2.958488,0.105114,2.770260,3.106556,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.035530,0.125000,4,731,0.695528,5.514195,5.702119,outbound
c2_beacon__run_001__0025,run_001,c2_beacon,10.0.0.250:62544->10.0.1.123:80/tcp,10.0.0.250,62544,10.0.1.123,80,tcp,1726135214.819501,1726135215.348802,0.529301,4,160,7.557134,302.285372,40,40,40.000000,0.000000,0.176434,0.165403,0.040953,0.409313,3,"A,F,P,S",1,1,0,2,3,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.937479,0.250000,4,0,0.000000,0.000000,0.000000,outbound
c2_beacon__run_001__0026,run_001,c2_beacon,10.0.0.187:14212->10.0.1.66:80/tcp,10.0.0.187,14212,10.0.1.66,80,tcp,1726135214.912903,1726135216.389710,1.476807,6,240,4.062820,162.512786,40,40,40.000000,0.000000,0.295361,0.153110,0.071346,0.477978,5,"A,F,P,S",1,1,0,4,5,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.518382,0.166667,4,0,0.000000,0.000000,0.000000,outbound
c2_beacon__run_001__0027,run_001,c2_beacon,10.0.0.100:18713->10.0.1.70:53/udp,10.0.0.100,18713,10.0.1.70,53,udp,1726135218.368910,1726135218.494344,0.125434,4,184,31.889300,1466.907814,38,53,46.000000,7.035624,0.041811,0.023588,0.009988,0.066388,3,,0,0,0,0,0,0,4,14.000000,21,2.547060,3.454822,1,0,0,0,0.000000,0,0.000000,0.564164,0.000000,0,72,0.391304,3.249984,3.943465,outbound
c2_beacon__run_001__0028,run_001,c2_beacon,10.0.0.26:57236->10.0.1.134:53/udp,10.0.0.26,57236,10.0.1.134,53,udp,1726135221.627366,1726135221.708465,0.081099,2,103,24.661206,1270.052129,50,53,51.500000,1.500000,0.081099,0.000000,0.081099,0.081099,1,,0,0,0,0,0,0,2,19.500000,21,3.054060,3.101881,1,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0,47,0.456311,3.626342,3.629220,outbound
c2_beacon__run_001__0029,run_001,c2_beacon,10.0.0.132:9021->10.0.1.54:443/tcp,10.0.0.132,9021,10.0.1.54,443,tcp,1726135222.151279,1726135222.919772,0.768493,4,160,5.204993,208.199701,40,40,40.000000,0.000000,0.256164,0.089437,0.129957,0.326487,3,"A,F,P,S",1,1,0,2,3,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.349137,0.250000,4,0,0.000000,0.000000,0.000000,outbound
dns_anomaly__run_001__0000,run_001,dns_anomaly,10.0.0.197:60714->10.0.1.36:53/udp,10.0.0.197,60714,10.0.1.36,53,udp,1726135200.683442,1726135200.988299,0.304857,11,1144,36.082518,3752.581821,80,123,104.000000,11.908744,0.030486,0.013259,0.003880,0.049080,10,,0,0,0,0,0,0,11,72.000000,91,4.757742,4.912538,1,0,0,0,0.000000,0,0.000000,0.434922,0.000000,0,836,0.730769,5.014728,5.236166,outbound
dns_anomaly__run_001__0001,run_001,dns_anomaly,10.0.0.235:30342->10.0.1.239:443/tcp,10.0.0.235,30342,10.0.1.239,443,tcp,1726135201.556643,1726135202.649497,1.092854,6,240,5.490212,219.608470,40,40,40.000000,0.000000,0.218571,0.107247,0.033317,0.343559,5,"A,F,P,S",1,1,0,4,5,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.490676,0.166667,4,0,0.000000,0.000000,0.000000,outbound
dns_anomaly__run_001__0002,run_001,dns_anomaly,10.0.0.33:11833->10.0.1.36:53/udp,10.0.0.33,11833,10.0.1.36,53,udp,1726135202.038408,1726135202.598601,0.560193,26,2798,46.412571,4994.706630,81,139,107.615385,17.578564,0.022408,0.012701,0.002382,0.049900,25,,0,0,0,0,0,0,26,75.615385,107,4.758369,5.039917,2,0,0,0,0.000000,0,0.000000,0.566798,0.000000,0,2070,0.739814,5.032349,5.270881,outbound
dns_anomaly__run_001__0003,run_001,dns_anomaly,10.0.0.230:18593->10.0.1.36:53/udp,10.0.0.230,18593,10.0.1.36,53,udp,1726135202.087394,1726135202.764621,0.677227,28,3047,41.345072,4499.229813,79,136,108.821429,19.539436,0.025082,0.015076,0.003635,0.048899,27,,0,0,0,0,0,0,28,76.821429,104,4.755198,5.002593,2,0,0,0,0.000000,0,0.000000,0.601068,0.000000,0,2263,0.742698,5.015216,5.203686,outbound
dns_anomaly__run_001__0004,run_001,dns_anomaly,10.0.0.33:49855->10.0.1.4:53/udp,10.0.0.33,49855,10.0.1.4,53,udp,1726135202.801995,1726135202.939354,0.137359,4,195,29.120791,1419.638585,37,54,48.750000,6.869316,0.045786,0.009132,0.035104,0.057412,3,,0,0,0,0,0,0,4,16.750000,22,2.827145,3.308271,1,0,0,0,0.000000,0,0.000000,0.199438,0.000000,0,83,0.425641,3.508517,3.844107,outbound
dns_anomaly__run_001__0005,run_001,dns_anomaly,10.0.0.236:1664->10.0.1.36:53/udp,10.0.0.236,1664,10.0.1.36,53,udp,1726135203.139991,1726135203.923479,0.783488,30,3446,38.290310,4398.280312,84,139,114.866667,13.603268,0.027017,0.013357,0.003315,0.048969,29,,0,0,0,0,0,0,30,82.866667,107,4.834383,5.041726,28,0,0,0,0.000000,0,0.000000,0.494397,0.000000,0,2606,0.756239,5.083462,5.310484,outbound
dns_anomaly__run_001__0006,run_001,dns_anomaly,10.0.0.165:61139->10.0.1.36:53/udp,10.0.0.165,61139,10.0.1.36,53,udp,1726135203.934145,1726135204.162450,0.228305,10,1084,43.801036,4748.032319,80,140,108.400000,22.974769,0.025367,0.013299,0.006908,0.047480,9,,0,0,0,0,0,0,10,76.400000,108,4.711368,4.974708,16,0,0,0,0.000000,0,0.000000,0.524274,0.000000,0,804,0.741697,4.978545,5.279523,outbound
dns_anomaly__run_001__0007,run_001,dns_anomaly,10.0.0.7:3398->10.0.1.36:53/udp,10.0.0.7,3398,10.0.1.36,53,udp,1726135204.307669,1726135204.778944,0.471275,18,2018,38.194253,4282.000126,81,138,112.111111,19.139514,0.027722,0.014651,0.002989,0.049634,17,,0,0,0,0,0,0,18,80.111111,106,4.777464,5.002666,16,0,0,0,0.000000,0,0.000000,0.528506,0.000000,0,1514,0.750248,5.027760,5.250860,outbound
dns_anomaly__run_001__0008,run_001,dns_anomaly,10.0.0.66:28570->10.0.1.36:53/udp,10.0.0.66,28570,10.0.1.36,53,udp,1726135204.483623,1726135204.957159,0.473536,18,1899,38.011892,4010.254641,81,136,105.500000,18.191115,0.027855,0.014750,0.007025,0.049532,17,,0,0,0,0,0,0,18,73.500000,104,4.688952,4.992111,1,0,0,0,0.000000,0,0.000000,0.529522,0.000000,0,1395,0.734597,4.954727,5.147507,outbound
dns_anomaly__run_001__0009,run_001,dns_anomaly,10.0.0.226:5781->10.0.1.36:53/udp,10.0.0.226,5781,10.0.1.36,53,udp,1726135204.577542,1726135205.012535,0.434993,17,1725,39.081086,3965.580794,78,131,101.470588,19.051378,0.027187,0.011806,0.003633,0.044212,16,,0,0,0,0,0,0,17,69.470588,99,4.687669,4.991165,2,0,0,0,0.000000,0,0.000000,0.434258,0.000000,0,1249,0.724058,4.942959,5.224863,outbound
dns_anomaly__run_001__0010,run_001,dns_anomaly,10.0.0.225:6624->10.0.1.36:53/udp,10.0.0.225,6624,10.0.1.36,53,udp,1726135204.754696,1726135204.975821,0.221125,13,1347,58.790244,6091.573694,80,138,103.615385,16.084099,0.018427,0.013091,0.001283,0.040935,12,,0,0,0,0,0,0,13,71.615385,106,4.722434,4.950918,15,0,0,0,0.000000,0,0.000000,0.710435,0.000000,0,983,0.729770,4.999192,5.285883,outbound
dns_anomaly__run_001__0011,run_001,dns_anomaly,10.0.0.243:32590->10.0.1.36:53/udp,10.0.0.243,32590,10.0.1.36,53,udp,1726135204.826562,1726135205.102916,0.276354,12,1355,43.422555,4903.130169,81,140,112.916667,17.475976,0.025123,0.014161,0.004350,0.045150,11,,0,0,0,0,0,0,12,80.916667,108,4.817094,5.005590,1,0,0,0,0.000000,0,0.000000,0.563649,0.000000,0,1019,0.752030,5.054141,5.262744,outbound
dns_anomaly__run_001__0012,run_001,dns_anomaly,10.0.0.77:6031->10.0.1.85:53/udp,10.0.0.77,6031,10.0.1.85,53,udp,1726135205.122064,1726135205.264729,0.142665,3,134,21.028296,939.263906,38,57,44.666667,8.730534,0.071332,0.016459,0.054874,0.087791,2,,0,0,0,0,0,0,3,12.666667,25,2.448169,3.422578,28,0,0,0,0.000000,0,0.000000,0.230730,0.000000,0,50,0.373134,3.161195,3.991794,outbound
dns_anomaly__run_001__0013,run_001,dns_anomaly,10.0.0.29:31542->10.0.1.36:53/udp,10.0.0.29,31542,10.0.1.36,53,udp,1726135206.052294,1726135206.325923,0.273629,11,1164,40.200425,4253.935848,75,140,105.818182,18.838154,0.027363,0.013909,0.008521,0.047148,10,,0,0,0,0,0,0,11,73.818182,108,4.704279,4.840643,2,0,0,0,0.000000,0,0.000000,0.508307,0.000000,0,856,0.735395,4.975862,5.160545,outbound
dns_anomaly__run_001__0014,run_001,dns_anomaly,10.0.0.127:19675->10.0.1.36:53/udp,10.0.0.127,19675,10.0.1.36,53,udp,1726135206.081881,1726135206.754860,0.672979,29,3166,43.091991,4704.456712,76,140,109.172414,17.583435,0.024035,0.014448,0.003528,0.049122,28,,0,0,0,0,0,0,29,77.172414,108,4.768541,5.012906,28,0,0,0,0.000000,0,0.000000,0.601121,0.000000,0,2354,0.743525,5.029007,5.297676,outbound
dns_anomaly__run_001__0015,run_001,dns_anomaly,10.0.0.16:29928->10.0.1.36:53/udp,10.0.0.16,29928,10.0.1.36,53,udp,1726135206.282820,1726135206.598458,0.315638,12,1380,38.018228,4372.096244,79,135,115.000000,19.304576,0.028694,0.013894,0.003952,0.048088,11,,0,0,0,0,0,0,12,83.000000,103,4.748790,4.913345,16,0,0,0,0.000000,0,0.000000,0.484220,0.000000,0,1044,0.756522,5.006545,5.162700,outbound
dns_anomaly__run_001__0016,run_001,dns_anomaly,10.0.0.103:31921->10.0.1.36:53/udp,10.0.0.103,31921,10.0.1.36,53,udp,1726135207.072114,1726135207.381793,0.309679,13,1394,41.978948,4501.434901,83,135,107.230769,14.982830,0.025807,0.013121,0.009757,0.048903,12,,0,0,0,0,0,0,13,75.230769,103,4.774496,4.955796,15,0,0,0,0.000000,0,0.000000,0.508420,0.000000,0,1030,0.738881,5.030311,5.172038,outbound
dns_anomaly__run_001__0017,run_001,dns_anomaly,10.0.0.193:25481->10.0.1.148:443/tcp,10.0.0.193,25481,10.0.1.148,443,tcp,1726135207.307069,1726135208.771084,1.464015,5,200,3.415266,136.610622,40,40,40.000000,0.000000,0.366004,0.130249,0.181493,0.499069,4,"A,F,P,S",1,1,0,3,4,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.355869,0.200000,4,0,0.000000,0.000000,0.000000,outbound
dns_anomaly__run_001__0018,run_001,dns_anomaly,10.0.0.95:63209->10.0.1.36:53/udp,10.0.0.95,63209,10.0.1.36,53,udp,1726135207.396067,1726135208.001779,0.605712,21,2362,34.669932,3899.541888,77,139,112.476190,19.877288,0.030286,0.012936,0.008820,0.049134,20,,0,0,0,0,0,0,21,80.476190,107,4.806743,5.003178,16,0,0,0,0.000000,0,0.000000,0.427121,0.000000,0,1774,0.751058,5.067000,5.242980,outbound
dns_anomaly__run_001__0019,run_001,dns_anomaly,10.0.0.104:46084->10.0.1.36:53/udp,10.0.0.104,46084,10.0.1.36,53,udp,1726135207.620381,1726135207.875008,0.254627,12,1292,47.127761,5074.088977,78,129,107.666667,16.367312,0.023148,0.010680,0.007910,0.045047,11,,0,0,0,0,0,0,12,75.666667,97,4.765860,4.979404,16,0,0,0,0.000000,0,0.000000,0.461382,0.000000,0,956,0.739938,5.046354,5.233427,outbound
dns_anomaly__run_001__0020,run_001,dns_anomaly,10.0.0.166:33087->10.0.1.36:53/udp,10.0.0.166,33087,10.0.1.36,53,udp,1726135208.799346,1726135208.980399,0.181053,15,1612,82.848704,8903.474031,85,137,107.466667,15.041572,0.012932,0.011394,0.001152,0.048508,14,,0,0,0,0,0,0,15,75.466667,105,4.746425,4.915958,1,0,0,0,0.000000,0,0.000000,0.881064,0.000000,0,1192,0.739454,4.988636,5.139225,outbound
dns_anomaly__run_001__0021,run_001,dns_anomaly,10.0.0.37:1712->10.0.1.210:80/tcp,10.0.0.37,1712,10.0.1.210,80,tcp,1726135210.301281,1726135211.502882,1.201601,7,280,5.825561,233.022437,40,40,40.000000,0.000000,0.200267,0.104575,0.082109,0.395348,6,"A,F,P,S",1,1,0,5,6,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.522178,0.142857,4,0,0.000000,0.000000,0.000000,outbound
dns_anomaly__run_001__0022,run_001,dns_anomaly,10.0.0.101:31996->10.0.1.36:53/udp,10.0.0.101,31996,10.0.1.36,53,udp,1726135210.553988,1726135211.036712,0.482724,20,2232,41.431547,4623.760627,84,141,111.600000,15.163773,0.025407,0.012377,0.002344,0.046886,19,,0,0,0,0,0,0,20,79.600000,109,4.800365,4.973764,2,0,0,0,0.000000,0,0.000000,0.487170,0.000000,0,1672,0.749104,5.066529,5.244451,outbound
dns_anomaly__run_001__0023,run_001,dns_anomaly,10.0.0.104:61784->10.0.1.36:53/udp,10.0.0.104,61784,10.0.1.36,53,udp,1726135211.280171,1726135211.762534,0.482363,21,2113,43.535679,4380.518537,80,132,100.619048,15.628046,0.024118,0.011364,0.001373,0.045372,20,,0,0,0,0,0,0,21,68.619048,100,4.727102,4.999669,16,0,0,0,0.000000,0,0.000000,0.471187,0.000000,0,1525,0.721723,4.987628,5.198069,outbound
dns_anomaly__run_001__0024,run_001,dns_anomaly,10.0.0.163:15585->10.0.1.36:53/udp,10.0.0.163,15585,10.0.1.36,53,udp,1726135211.641870,1726135212.298639,0.656769,30,3007,45.678158,4578.474059,77,137,100.233333,16.276124,0.022647,0.013934,0.001904,0.049685,29,,0,0,0,0,0,0,30,68.233333,105,4.702161,4.968207,15,0,0,0,0.000000,0,0.000000,0.615269,0.000000,0,2167,0.720652,4.943975,5.163321,outbound
dns_anomaly__run_001__0025,run_001,dns_anomaly,10.0.0.56:38592->10.0.1.73:443/tcp,10.0.0.56,38592,10.0.1.73,443,tcp,1726135218.810003,1726135219.648944,0.838941,4,160,4.767917,190.716662,40,40,40.000000,0.000000,0.279647,0.154554,0.062132,0.407002,3,"A,F,P,S",1,1,0,2,3,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.552676,0.250000,4,0,0.000000,0.000000,0.000000,outbound
dns_anomaly__run_001__0026,run_001,dns_anomaly,10.0.0.3:2013->10.0.1.122:53/udp,10.0.0.3,2013,10.0.1.122,53,udp,1726135220.017675,1726135220.127240,0.109565,3,140,27.381002,1277.780084,41,57,46.666667,7.318166,0.054783,0.020969,0.033814,0.075751,2,,0,0,0,0,0,0,3,14.666667,25,2.943386,3.272804,28,0,0,0,0.000000,0,0.000000,0.382760,0.000000,0,56,0.400000,3.466674,3.883337,outbound
dns_anomaly__run_001__0027,run_001,dns_anomaly,10.0.0.169:42613->10.0.1.78:53/udp,10.0.0.169,42613,10.0.1.78,53,udp,1726135222.203570,1726135222.282614,0.079044,3,134,37.953495,1695.256115,40,49,44.666667,3.681787,0.039522,0.032930,0.006592,0.072452,2,,0,0,0,0,0,0,3,12.666667,17,2.889109,3.235926,1,0,0,0,0.000000,0,0.000000,0.833206,0.000000,0,50,0.373134,3.390399,3.689704,outbound
dns_anomaly__run_001__0028,run_001,dns_anomaly,10.0.0.248:22867->10.0.1.21:443/tcp,10.0.0.248,22867,10.0.1.21,443,tcp,1726135222.283342,1726135223.042726,0.759384,4,160,5.267426,210.697048,40,40,40.000000,0.000000,0.253128,0.148589,0.043431,0.369736,3,"A,F,P,S",1,1,0,2,3,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.587010,0.250000,4,0,0.000000,0.000000,0.000000,outbound
dns_anomaly__run_001__0029,run_001,dns_anomaly,10.0.0.87:61573->10.0.1.60:80/tcp,10.0.0.87,61573,10.0.1.60,80,tcp,1726135222.328300,1726135224.877900,2.549600,7,280,2.745529,109.821153,40,40,40.000000,0.000000,0.424933,0.055463,0.328218,0.478909,6,"A,F,P,S",1,1,0,5,6,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.130522,0.142857,4,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0000,run_001,port_scan,10.0.0.134:40336->10.0.1.192:443/tcp,10.0.0.134,40336,10.0.1.192,443,tcp,1726135200.361655,1726135201.543333,1.181678,5,200,4.231271,169.250837,40,40,40.000000,0.000000,0.295420,0.130282,0.128631,0.440225,4,"A,F,P,S",1,1,0,3,4,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.441008,0.200000,4,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0001,run_001,port_scan,10.0.0.82:25552->10.0.1.91:17/tcp,10.0.0.82,25552,10.0.1.91,17,tcp,1726135201.515173,1726135201.667671,0.152498,3,120,19.672388,786.895531,40,40,40.000000,0.000000,0.076249,0.038182,0.038067,0.114431,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.500753,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0002,run_001,port_scan,10.0.0.59:45357->10.0.1.91:3/tcp,10.0.0.59,45357,10.0.1.91,3,tcp,1726135201.840952,1726135201.908412,0.067460,2,80,29.647172,1185.886877,40,40,40.000000,0.000000,0.067460,0.000000,0.067460,0.067460,1,S,2,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0003,run_001,port_scan,10.0.0.33:49291->10.0.1.157:80/tcp,10.0.0.33,49291,10.0.1.157,80,tcp,1726135201.876652,1726135202.890766,1.014114,4,160,3.944330,157.773204,40,40,40.000000,0.000000,0.338038,0.115166,0.176728,0.438168,3,"A,F,P,S",1,1,0,2,3,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.340691,0.250000,4,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0004,run_001,port_scan,10.0.0.241:27201->10.0.1.91:10/tcp,10.0.0.241,27201,10.0.1.91,10,tcp,1726135203.434037,1726135203.746530,0.312493,3,120,9.600212,384.008496,40,40,40.000000,0.000000,0.156247,0.040023,0.116223,0.196270,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.256156,1.000000,1,0,0.000000,0.000000,0.000000,outbound
